Customer ID,Books,Clothing,Electronics,Home
162,4376,3910,5013,0
163,0,0,5686,4018
164,0,5807,2083,0
165,4547,2518,4312,3167
166,2732,8866,6298,11446
167,296,923,0,7289
169,4382,9701,837,948
170,0,11378,5510,7497
171,0,0,4206,0
172,1191,4323,3466,1513
173,6913,1847,6837,0
174,3347,0,0,0
175,3192,0,4750,2247
176,4621,1870,6870,0
177,0,4151,4144,4082
178,0,17152,3159,1293
179,4619,8755,4512,2570
180,0,0,473,0
181,0,3032,4747,0
182,10874,0,2677,3692
183,0,1310,0,4158
184,4693,5413,5732,11147
185,4137,8979,1326,9889
186,0,2491,6606,0
187,2670,0,0,0
188,3977,1235,0,2489
189,0,0,5089,1480
190,0,0,0,4361
191,0,0,0,4200
192,7560,8993,8195,4084
193,0,0,5577,6937
194,5534,2045,698,1789
195,5174,0,13181,485
196,7427,2104,4395,0
197,1563,5049,0,3742
198,2832,5417,0,9304
199,6576,3192,4368,0
200,2894,10352,5259,2270
201,0,0,1603,1546
202,2627,0,9137,3445
203,224,0,0,6342
204,10993,4966,8231,5230
205,6810,12458,0,3835
206,0,11978,0,6125
207,1231,12111,4925,2904
208,11909,3027,6660,0
209,2613,4399,9739,651
210,6259,2419,10917,0
211,520,8506,6303,5033
212,4837,0,9373,1552
213,0,1558,5055,4131
214,5073,1411,0,5176
215,4477,462,0,6786
216,15748,579,5228,4980
217,0,867,5772,1912
218,4405,8369,0,8846
219,1984,6754,1663,2959
220,1358,3945,2097,0
221,0,16594,5370,0
222,1220,3090,2598,3891
223,3911,0,3281,3010
224,2980,3743,4037,6039
225,0,5255,0,2025
226,752,5287,4602,2269
227,3354,6135,0,0
228,0,987,1052,5136
229,1081,9712,2504,4822
230,7942,3661,7177,10773
231,1326,0,8236,6279
232,11068,8210,4205,0
233,1724,0,8499,4954
234,0,1020,5536,1354
235,0,0,5263,9309
236,3492,1911,4769,11888
237,4679,0,7334,5099
238,8771,2856,1691,12465
239,7823,2476,1743,8469
240,0,5914,0,1097
241,0,988,0,2503
242,3028,2062,0,0
243,2944,2690,6239,7497
244,0,7187,8155,0
245,3905,0,4034,0
246,0,0,11308,0
247,7159,666,537,353
248,8758,7661,4908,2979
249,2240,0,0,0
250,12480,0,4376,5235
251,8454,2001,9738,4468
252,2222,6006,1399,416
253,10958,6202,5944,0
254,3980,0,8139,0
255,0,3567,3865,5567
256,0,0,6099,1290
257,0,0,6971,5240
258,0,11664,2424,3349
259,8700,8952,0,0
260,5642,520,3146,3215
261,0,10137,7465,3347
262,4833,7536,0,9996
263,7612,2989,3648,5893
264,7532,8328,10345,6869
265,4730,4360,9690,0
266,1062,5448,3383,963
267,6342,2721,0,7532
268,2484,3144,0,0
269,2598,4600,6162,8217
270,9206,1517,0,6307
271,4680,5002,0,10039
272,4190,0,4708,0
273,6696,2857,7049,0
274,4936,12513,0,0
275,1362,0,3926,0
276,808,244,2288,5856
277,5861,4225,5623,0
278,12483,7630,6949,4629
279,4372,0,0,1400
280,1699,318,3606,909
281,4355,0,0,2440
282,9123,6899,5698,4659
283,2232,2689,0,16504
284,0,0,1142,6631
285,3770,5391,9124,9821
286,4466,0,3171,0
287,0,2295,0,0
288,4229,3531,0,8931
289,4760,6250,0,3817
290,5163,5246,0,0
291,0,2384,0,10074
292,0,2581,2889,0
293,0,8885,1829,2328
294,0,6225,0,4426
295,1620,0,0,1284
296,7144,0,5026,4099
297,14547,8581,1329,2646
298,0,0,2810,7624
299,2506,3618,4715,6445
300,2965,2928,5125,326
301,0,0,6015,3102
302,2569,14880,2401,0
303,4730,0,4499,4785
304,5667,8279,0,2516
305,0,6614,2509,3088
306,6812,0,4733,0
307,4972,0,0,0
308,0,4163,2085,3157
309,912,0,1750,4652
310,8710,0,0,4382
311,3601,1269,1896,8778
312,1014,0,0,5850
313,1828,15461,3239,7446
314,0,6385,570,3000
315,689,12524,17114,2349
316,835,0,667,1246
317,5056,4273,0,4986
318,9411,10122,2987,2947
319,4405,2398,9056,899
320,2040,0,2166,8150
321,1947,0,517,5846
322,0,7099,5712,3774
323,0,2745,0,4981
324,3496,2166,7708,0
325,6710,6835,4978,4555
326,4052,2264,6998,0
327,925,3406,14217,0
328,4672,1544,1275,2175
329,12854,3252,4867,7058
330,3945,14769,7584,0
331,2066,8896,2708,805
332,1835,4912,5806,3950
333,3944,316,4561,2588
334,4604,1283,3147,0
335,3061,0,5517,11595
336,4421,1033,0,0
337,4513,1363,5769,0
338,8926,0,0,0
339,0,4974,8082,3075
340,2668,16600,1540,12861
341,2445,1543,0,3957
342,4497,8702,8732,6654
343,0,2298,9105,0
344,2038,321,11123,4350
345,6480,4532,2955,0
346,4963,4136,4259,925
347,397,0,2384,14782
348,8121,2415,10183,5008
349,6590,0,3075,3431
350,8282,4532,2366,1481
351,6108,4569,1719,4834
352,0,295,6664,0
353,6489,10091,2918,0
354,1937,4564,4616,5057
355,2977,0,0,4790
356,0,8372,3126,0
357,0,13327,9668,0
358,0,0,9183,4383
359,4898,5127,3439,3125
360,4287,0,2896,3379
361,1540,1344,0,4009
362,0,4964,0,0
363,4965,2260,2081,5237
364,2725,6747,482,4873
365,1939,0,6053,0
366,1324,0,1964,0
367,0,2151,5181,1123
368,0,0,514,1538
369,0,1601,6445,4771
370,7434,3470,661,3349
371,382,0,3997,5645
372,2745,4043,2947,4465
373,0,2416,0,5137
374,4509,7349,7534,6069
375,7272,0,864,4040
376,4411,10976,3694,4926
377,4851,5594,0,4819
378,3325,5030,0,2384
379,4543,4947,0,3911
380,0,0,8400,3976
381,428,5468,0,4762
382,5874,0,0,891
383,4287,4433,0,1873
384,6021,3113,4884,0
385,0,693,5055,10290
386,1346,2358,3226,4173
387,5131,1383,0,0
388,0,8339,7417,0
389,0,7108,0,4706
390,9119,0,4602,0
391,0,535,12067,0
392,0,2405,6179,1770
393,4521,6841,0,0
394,4736,4764,0,3915
395,3162,0,937,0
396,5054,0,13158,5256
397,465,3442,537,5075
398,0,7356,6508,3848
399,0,2754,4589,6263
400,10432,5974,4881,5051
401,0,2569,5100,5409
402,5493,5796,4992,7736
403,12703,4311,8151,0
404,6104,0,0,10143
405,0,943,3634,0
406,4942,5819,6072,0
407,1883,0,0,897
408,5291,0,8314,3707
409,1957,5067,9238,9058
410,0,0,403,0
411,4865,6641,9055,0
412,1865,2452,1503,11388
413,0,0,0,8600
414,0,4959,0,2930
415,0,1060,885,0
416,0,0,9715,0
417,2154,3153,0,3673
418,2516,5192,0,4977
419,2091,2760,954,4450
420,0,8502,0,7818
421,4526,8772,2005,0
422,3978,3171,3123,1700
423,3875,0,6206,0
424,4520,5164,437,4245
425,0,4814,7698,0
426,255,9138,0,846
427,0,0,7488,7006
428,5369,1595,4201,4952
429,1164,0,0,4643
430,517,422,5142,0
431,4163,6363,2190,2241
432,8871,5224,10630,1466
433,0,659,1339,0
434,10835,191,2202,0
435,0,8450,5997,1724
436,0,1977,0,4244
437,0,3733,0,5043
438,860,7489,2454,0
439,4115,0,0,0
440,2791,6478,6346,0
441,3727,3587,2334,288
442,4603,3346,4083,0
443,1826,4086,3218,8059
444,2359,0,2354,6075
445,5314,4130,0,0
446,5581,0,16587,2637
447,0,0,3811,0
448,0,6836,0,808
449,2603,1412,2416,3645
450,6833,7022,7937,1427
451,6710,4486,375,2002
452,8026,8048,3696,817
453,0,5002,0,5821
454,4792,2136,7757,3000
455,0,7106,0,7914
456,0,4368,4715,0
457,0,4377,11746,0
458,0,0,2958,3952
459,4386,0,3631,7583
460,9145,8401,840,8952
461,0,2727,5346,4714
462,2946,4175,0,16174
463,8036,0,3688,617
464,0,3814,0,7617
465,0,0,0,9020
466,2410,0,2606,3168
467,0,5998,9447,5127
468,2305,2188,4286,4763
469,10148,6244,0,2769
470,9449,0,6750,0
471,1653,0,3147,14096
472,3918,7651,1490,0
473,3578,5158,0,0
474,3179,0,16048,0
475,0,5688,0,0
476,0,0,8451,0
477,0,0,5118,2806
478,8100,3830,2615,0
479,3143,673,2679,0
480,0,0,0,8069
481,4370,4546,4170,1892
482,4446,0,5959,3314
483,6436,0,5606,5187
484,3942,0,5634,9333
485,3628,3603,20849,0
486,969,7416,5177,6088
487,0,2939,0,0
488,9746,11985,0,2600
489,6287,0,0,6551
490,1580,7587,4564,0
491,1916,5809,1820,0
492,325,11826,6439,6766
493,7051,2086,2695,4797
494,0,0,2492,0
495,2572,2488,4542,0
496,5242,0,599,0
497,3404,11643,4628,4299
498,4478,0,0,4464
499,3526,2164,6345,7499
500,2343,4577,5299,0
501,646,0,0,7517
502,0,0,8394,1122
503,3708,4061,12349,0
504,0,1688,7675,4416
505,6195,4318,6420,5902
506,0,3851,0,4711
507,5097,743,7051,2170
508,7888,1144,0,4176
509,0,0,276,5794
510,2816,21425,0,0
511,326,1853,0,8973
512,0,0,0,3132
513,6742,6251,3836,0
514,3885,0,0,302
515,4331,1017,4312,0
516,0,0,6416,11363
517,0,880,2999,2624
518,4447,0,5490,806
519,0,4017,1134,5866
520,0,3274,0,2568
521,0,4991,2083,3117
522,2569,0,10589,0
523,4700,11368,0,414
524,4827,7205,4136,0
525,4811,4796,0,2936
526,7151,4018,0,10884
527,6793,0,7356,4474
528,5125,5705,0,0
529,0,3385,1998,9083
530,3243,5857,4388,11032
531,528,0,0,10152
532,0,4647,0,12906
533,5950,6473,3619,6552
534,2780,0,4865,14020
535,8396,2560,0,0
536,3103,5010,10748,1648
537,0,0,3755,0
538,4593,0,5804,901
539,3704,3918,12053,26715
540,2105,9623,0,2421
541,0,847,2468,851
542,441,4093,2965,9932
543,4153,1964,1503,0
544,0,0,5074,4448
545,7310,3603,3215,0
546,7543,1784,0,4095
547,0,0,2353,15082
548,17612,11221,0,1156
549,7821,2830,0,4876
550,1755,0,3614,842
551,0,4722,5279,3984
552,0,0,4500,0
553,0,2782,1067,3807
554,7884,4800,1619,0
555,11786,8270,9547,4390
556,934,3649,0,0
557,5298,6687,3900,827
558,3033,7006,0,0
559,688,5131,1898,255
560,2517,4628,2436,0
561,5977,1658,4886,7410
562,0,4583,0,937
563,2348,5502,969,5048
564,0,4893,0,2337
565,3310,3093,715,3455
566,4723,0,3142,4059
567,4402,0,0,11298
568,11881,0,534,7795
569,595,7989,4521,0
570,448,8012,0,332
571,1432,0,0,0
572,3693,3812,5342,3095
573,6206,2741,0,15511
574,14895,1926,0,0
575,2058,0,10757,4735
576,0,3685,0,5277
577,0,11704,4709,0
578,0,3866,3761,9246
579,11693,7572,3887,8871
580,3069,5874,8343,7816
581,0,0,3824,8058
582,1826,6573,6277,0
583,0,4532,0,5459
585,4592,0,4194,0
586,6845,6836,3135,0
587,10156,1795,7184,0
588,2437,0,559,683
589,12568,9757,0,1894
590,4920,0,4467,1967
591,4343,0,0,3911
592,0,1673,1567,419
593,1897,4195,3262,0
594,7038,15698,5113,467
595,6016,0,6623,2061
596,2434,0,2607,4155
597,0,8289,2101,0
598,8316,13548,6205,0
599,1261,9779,0,0
600,1191,8484,1903,0
601,11797,4691,0,0
602,0,7913,6499,0
603,1170,0,0,4436
604,0,4605,2021,0
605,0,4364,3118,1117
606,2800,4033,3661,3717
607,7031,0,0,7622
608,0,3023,11123,1737
609,2677,9519,0,4390
610,0,5102,0,0
611,0,0,3409,4354
612,0,0,5980,0
614,3040,0,0,5060
615,4563,4099,4278,5034
616,2583,0,8771,2595
617,5259,1476,0,0
618,1848,6972,4484,9758
619,0,287,8057,5096
620,1824,3549,0,0
621,4056,1285,0,1966
622,0,5001,4304,0
623,6917,0,0,1757
624,0,5544,0,5329
625,5094,737,10665,9949
626,693,0,4079,0
627,0,1634,9570,2227
628,8216,0,0,2346
629,1036,1314,0,0
630,3720,1440,10585,14203
631,7215,0,0,6927
632,10028,4226,0,4143
633,651,7393,2720,0
634,576,7152,5711,8179
635,750,3948,4072,2696
636,3271,8873,0,0
637,999,11265,0,2697
638,4743,2335,3040,0
639,2090,0,0,1706
640,14634,7829,0,2682
641,4530,2802,5308,3316
642,4838,2065,0,3169
643,970,4659,0,3519
644,13088,4227,4443,0
645,424,3987,0,9542
646,0,1920,6788,0
647,666,0,0,0
648,403,1051,6501,0
649,1085,3270,0,3217
650,7964,0,2728,3606
651,7050,4235,5160,3233
652,565,2133,4766,1199
653,0,4186,902,0
654,1261,2264,1353,0
655,10184,0,2232,9631
656,2514,0,2364,4081
658,0,0,5452,3698
659,3787,302,8241,0
660,6964,5186,3115,1636
661,2113,2174,4570,0
662,0,1999,5106,0
663,5094,7571,4907,10180
664,0,12551,4219,0
665,0,6192,3199,6061
666,2378,3801,5211,3793
667,0,0,0,3840
668,8403,983,2734,5647
669,13785,11523,1748,0
670,2213,0,0,7280
671,0,7679,9159,4752
672,0,4980,1966,2526
673,0,0,0,755
674,2781,4922,5450,7491
675,0,0,4744,5129
676,9321,3765,0,389
677,4002,2792,6804,5807
678,2064,6712,5146,6896
679,3865,9776,2003,3360
680,5784,0,0,0
681,0,3135,0,4447
682,6459,5286,0,6740
683,4877,4908,4001,5366
684,7208,6866,0,0
685,982,0,2719,0
686,4622,0,0,3200
687,0,4529,0,3866
688,0,0,2075,0
689,4581,3573,0,4309
690,3511,9262,0,0
691,1137,944,0,5138
692,3120,9506,4081,0
693,0,0,0,2678
694,2565,547,2877,4582
695,0,4768,4427,5152
696,0,0,797,0
697,0,10547,0,8549
698,4792,3117,4764,0
699,1209,5419,4750,3923
700,7479,0,0,3606
701,0,5240,1099,0
702,8238,3648,1327,3782
703,0,0,6359,0
704,3679,11418,0,0
705,0,8429,5812,0
706,0,4583,2509,1126
707,0,0,4863,14748
708,6680,0,4292,3820
709,4252,3772,3311,0
710,5128,5985,9346,517
711,1311,2698,6614,3609
712,0,4029,13495,3143
713,0,1164,4185,0
714,0,7798,5431,5898
715,10713,5032,0,0
716,0,0,3919,0
717,0,6951,0,5590
718,4562,4411,0,0
719,4052,3791,0,4212
720,0,9083,5061,5022
721,3348,0,0,3393
722,2734,0,6190,13555
723,6448,7834,5353,1150
724,0,1135,1687,589
725,5303,3064,0,0
726,0,0,1800,9990
727,0,9071,0,1399
728,0,4367,4011,0
729,5092,4259,0,0
730,6308,2485,3375,18419
731,8662,0,0,2791
732,6848,9342,8932,0
733,6149,984,0,1383
734,7598,0,4884,1873
735,7814,1341,0,2765
736,2904,0,6300,5524
737,3519,3779,0,1419
738,1765,0,1247,219
739,2108,6075,0,2144
740,0,7487,10672,4570
741,0,3454,998,364
742,5440,3046,0,8418
743,20353,0,5043,5739
744,7117,0,5040,1094
745,464,0,2816,3031
746,9564,0,4016,1106
747,3994,4400,5082,4308
748,808,5737,5017,0
749,3940,2413,0,12755
750,1141,0,0,289
751,0,5100,3701,4600
752,12658,0,3226,929
753,4276,1059,3456,2120
754,4915,1581,0,5068
755,0,3528,5385,1067
756,3712,3202,0,2830
757,0,6245,0,0
758,3967,0,4722,5252
759,0,4606,0,0
760,2154,0,4101,0
761,6523,18963,0,0
762,1557,4573,2405,6601
763,4333,3533,0,6958
764,1689,3877,6617,2840
765,5017,0,8175,2749
766,5889,1667,7293,3235
767,0,8021,6681,4957
768,4796,1863,9535,2899
769,0,5006,0,1920
770,10483,5139,3191,4335
771,2093,0,4508,4860
772,0,1689,0,6681
773,7090,6987,0,0
774,9140,8727,0,0
775,2278,657,3121,0
776,4227,6149,1295,3063
777,1615,3343,7247,1217
778,3875,0,3774,0
779,1465,0,0,2840
780,0,0,0,824
781,11570,569,0,8540
782,0,3418,2183,2433
783,829,0,4999,4735
784,499,6103,0,0
785,4006,4617,0,0
786,0,5347,2922,0
787,0,4602,0,0
788,0,8585,2349,3921
789,0,1683,0,1484
790,6833,1956,1414,557
791,4405,0,6600,11853
792,0,2451,3680,1937
793,0,0,1737,4677
794,3065,3821,7551,5390
795,0,0,6813,5414
797,0,220,0,0
798,1015,4058,3322,7757
799,0,4041,14921,5077
800,4167,0,10077,9214
801,5073,0,1815,0
802,2718,4492,2545,1137
803,3753,11889,4022,3040
804,1820,8356,0,0
805,0,6086,9280,1543
806,6197,0,5803,0
807,10863,0,7249,3515
808,2324,3293,0,0
809,2971,11852,0,0
810,7386,5306,6969,0
811,0,3050,7782,0
812,0,4546,5257,4770
813,484,0,0,5150
814,5852,3331,5730,0
815,0,0,0,7898
816,731,0,715,3132
817,2697,0,5697,5157
818,9992,6056,4427,0
819,4071,2543,5367,3674
820,8323,4620,6958,5462
821,5100,8467,1003,0
822,4288,4734,1217,2635
823,3749,5859,4714,0
824,3102,2058,0,0
825,4580,3576,0,6886
826,0,0,4999,5465
827,9758,5889,4954,5505
828,1585,0,2502,4673
829,0,0,4663,6860
830,8720,4518,0,0
831,9888,0,0,1515
833,0,2693,4347,8467
834,4330,0,1612,0
835,1885,3426,9190,2261
836,5853,4315,10996,1281
837,0,2503,0,2390
838,5980,1458,784,0
839,4224,1294,3495,13439
840,1429,14084,1298,1753
841,0,0,0,12070
842,5730,3931,21695,12621
843,1643,3631,4683,4904
844,0,6702,0,0
845,0,723,3832,13362
846,0,9238,1412,0
847,4699,13584,5274,0
848,1034,5745,7389,1512
849,8636,0,0,0
850,4050,8609,357,7932
851,7978,0,2385,1030
852,5542,6064,3517,6470
853,1746,966,5823,6773
854,2133,4272,3268,5008
855,0,2138,5521,1457
856,6716,1248,7896,5148
857,9613,2069,0,11718
858,2989,1776,1213,2853
859,405,4018,3606,0
860,1999,0,1523,6761
861,869,0,5390,8068
862,1588,2715,0,2467
863,0,1842,5159,7442
864,12692,0,4628,3385
865,3512,3816,3572,7484
866,4827,0,4357,0
867,0,1604,0,2034
868,0,517,6623,0
869,0,4645,3722,2866
870,0,1523,885,860
871,6637,966,7766,3560
872,13994,322,7090,287
873,4402,12298,5157,10393
874,0,0,0,1911
875,3946,2217,4707,11237
876,0,3448,0,4754
877,2992,0,4905,0
878,0,4615,1268,0
879,1644,0,5993,5039
880,14762,5196,8823,4613
881,7047,2311,0,8533
882,0,4289,2142,0
883,11399,7347,0,4427
884,3961,0,777,0
885,212,0,0,0
886,0,5002,4449,10642
887,2794,3590,1430,0
888,3276,8883,7465,0
889,0,1639,12289,5419
890,3651,0,6709,3436
891,7304,7835,0,0
892,3248,9257,6259,14676
893,1202,9646,12691,0
894,10018,1180,6119,0
895,0,2876,0,0
896,0,4661,1845,4630
897,0,10073,416,0
898,0,0,0,1893
899,0,7566,5323,0
900,9413,2258,1682,0
901,0,547,4681,0
902,8780,0,3189,1068
903,714,2040,7593,1773
904,0,2440,0,2276
905,0,8709,0,579
906,3995,10255,4684,1791
907,4727,0,4978,4301
908,0,11371,7588,7917
909,1756,4681,2489,0
910,4528,0,4337,9594
912,5691,7703,2240,0
913,1050,1271,4992,4430
914,4457,8372,0,4994
915,0,3567,8484,4937
916,0,0,7049,4688
917,0,2916,4339,3878
918,2351,278,4924,3248
919,8701,1032,3212,2708
920,8238,0,7711,9057
921,5255,0,6515,5917
922,5159,8679,1013,2619
923,3727,0,4743,6935
924,7901,5517,5786,0
925,0,0,2017,3757
926,3789,0,0,0
927,6625,2485,1871,4750
928,1731,3904,4771,0
929,1112,2966,0,7865
930,243,12430,0,0
931,8811,0,11129,2430
932,3793,258,1872,5373
933,0,8226,8105,2914
934,4599,9208,0,2723
935,4625,14823,0,8958
936,1854,8247,0,0
937,0,0,2897,2591
938,6778,2286,2729,1211
939,0,218,8844,0
940,7052,5844,0,0
941,2573,2499,6167,11039
942,3387,8965,15606,2966
943,6692,10815,0,18838
944,2035,10061,4403,4491
945,6735,0,2373,0
946,4084,0,6176,0
947,3869,5639,0,3380
948,2434,8252,0,9007
949,0,5140,3117,0
950,760,5195,1612,3884
951,2576,5628,11803,3198
952,1762,2908,0,0
953,4411,3423,2851,8645
954,0,11937,4881,2760
955,3093,1632,3420,1814
956,3278,4986,226,0
957,2018,4070,0,2347
958,0,1902,2657,2403
959,1868,4062,0,4577
960,4343,0,5195,0
961,2978,220,5237,0
962,3854,387,2611,4663
963,5299,3510,5752,4326
964,448,0,3925,6075
965,5296,6949,1209,666
966,4360,0,7526,0
967,4626,0,0,11029
968,4655,2457,0,10290
969,0,4611,3878,0
970,6837,4080,4658,3598
971,0,0,10895,5690
972,0,2339,3638,12977
973,0,3979,13930,9346
974,0,2690,4724,11070
975,5314,381,0,1874
976,0,5877,2964,2203
977,0,0,0,5138
978,1742,0,1192,3951
979,7965,3015,0,1898
980,3968,0,0,8744
981,2297,961,439,0
982,5492,836,2945,3019
983,1408,0,0,0
984,4343,0,0,6357
985,3957,3443,2010,4419
986,8961,4970,7416,0
987,4099,3679,8982,4495
988,4551,11138,4273,1480
989,2422,0,4518,1230
990,3311,3770,2998,8671
991,500,1347,3437,11769
992,4743,9912,2978,789
993,0,7249,3866,1984
994,4322,1461,864,1529
995,7790,0,4591,10521
996,3978,5322,4631,1376
997,7628,4156,2225,6871
998,8117,0,0,5723
999,5020,0,4879,3309
1000,0,6668,1269,4959
1001,7130,480,0,0
1002,0,14491,2898,0
1003,9208,10469,0,0
1004,4343,4297,2093,0
1005,4280,4966,3226,9158
1006,752,10131,2975,4856
1007,7058,0,0,4727
1008,3211,0,370,0
1009,10998,3827,8212,0
1010,0,6918,6571,1600
1011,0,9114,0,0
1012,0,2081,0,11746
1013,4393,3288,8964,2317
1014,2162,799,12376,0
1015,3844,8274,0,10133
1016,0,4711,4754,2420
1018,576,3213,4039,1301
1019,0,0,0,665
1020,0,9139,0,7295
1021,6163,0,2524,299
1022,2333,3045,0,2568
1023,5904,5039,14953,0
1024,553,1219,9206,4424
1025,2049,0,1867,3105
1026,975,649,10279,4701
1027,9688,5533,4465,0
1028,0,1966,10392,0
1029,6490,3727,0,0
1030,0,0,3376,0
1031,0,3636,391,0
1032,0,0,333,7735
1033,10755,793,2481,404
1034,0,3617,0,0
1035,11676,5183,19491,3775
1036,4432,5058,13457,3198
1037,0,1849,5551,5374
1038,1933,0,0,0
1039,6669,318,3359,0
1040,0,0,0,2236
1041,0,5746,3624,5483
1042,4916,0,0,0
1043,5987,4254,7830,2879
1044,3434,0,284,1899
1045,0,0,1788,900
1046,5001,2734,4759,0
1047,4691,284,0,11168
1048,8199,11654,6934,3249
1049,9072,0,2101,5873
1050,0,0,8217,6607
1051,3086,739,0,0
1052,3117,0,439,3463
1053,0,0,1298,0
1054,4871,367,0,0
1055,0,4684,2810,3796
1056,7241,5289,0,0
1057,668,4424,4989,0
1058,8485,5693,8481,0
1059,10183,0,4477,1358
1060,0,2671,644,3920
1061,3764,4897,0,3734
1062,3243,6574,0,10658
1063,5242,5061,0,6002
1064,0,0,5440,4186
1065,5711,4663,0,4469
1066,7525,0,0,4801
1067,0,0,0,585
1068,3786,2888,0,0
1069,3463,3114,14049,0
1070,5156,0,3494,4891
1071,7706,0,7759,2811
1072,0,0,2359,2697
1073,4041,2256,3925,5417
1074,5088,0,5499,8311
1075,0,5933,3857,0
1076,11835,2494,9198,7112
1077,8441,861,3171,5090
1078,1871,2373,0,767
1079,897,4951,3526,6943
1080,0,1234,3233,0
1081,1016,0,4377,0
1082,10077,0,5832,3733
1083,4327,0,1676,7792
1084,2044,3300,8195,0
1085,0,5343,1854,3874
1086,4501,0,9235,0
1087,721,2969,3258,4214
1088,0,3538,945,7399
1089,3667,0,1842,7446
1090,4443,1851,521,0
1091,6034,0,0,5130
1092,0,4885,2766,0
1093,1373,5148,516,0
1094,3679,3648,4445,6220
1095,0,379,0,2861
1096,748,3217,0,341
1097,4601,4731,6017,0
1098,1143,5316,0,4060
1099,0,12249,8640,2872
1100,1579,5428,7730,6712
1101,5296,0,0,2254
1102,4913,3773,4095,0
1103,4999,888,745,4345
1104,12796,5025,4818,346
1105,5037,6214,5288,0
1106,4632,0,5933,5670
